,INV,CODEX,concepta,REGESTUM,LITTERAE,CONCEPTUM,locR,locI,locA
654,1675,IigNngNng,3,n,GRA,N,1,19,199
655,1675,IigNngNng,3,i,GRA,I,1,19,199
656,1676,IigNngNng,3,n,GRA,N,1,19,199
657,1676,IigNngNng,3,n,GRA,N,1,19,199
658,1676,IigNngNng,3,i,GRA,I,1,19,199
659,1678,IigIigXxg,3,x,GRA,NUM,2,24,242
660,1678,IigIigXxg,3,i,GRA,I,2,24,242
661,1678,IigIigXxg,3,i,GRA,I,2,24,242
662,1679,XXlIigIig,3,x,GRA,NUM,2,27,277
663,1679,XXlIigIig,3,i,GRA,I,2,27,277
664,1679,XXlIigIig,3,i,GRA,I,2,27,277
665,1680,Iig,1,i,GRA,I,2,26,266
666,1683,?IigNng,2,i,GRA,I,1,19,1912
667,1683,?IigNng,2,i,GRA,N?,1,19,1912
668,1684,??NngNngNngNng,4,n,GRA,N,1,19,199
669,1684,??NngNngNngNng,4,n,GRA,N,1,19,199
670,1684,??NngNngNngNng,4,i,GRA,N?,1,19,199
671,1684,??NngNngNngNng,4,i,GRA,N?,1,19,199
672,1685,??IigNngNng,3,i,GRA,I,1,19,199
673,1685,??IigNngNng,3,i,GRA,N?,1,19,199
674,1685,??IigNngNng,3,i,GRA,N?,1,19,199
675,1686,?IigXxg,2,i,GRA,NUM?,1,19,191
676,1686,?IigXxg,2,i,GRA,I,1,19,191
677,1687,?IigNng,2,i,GRA,NUM?,1,19,1912
678,1687,?IigNng,2,i,GRA,I,1,19,1912
679,1688,?IigNng,2,i,GRA,NUM?,1,19,1912
680,1688,?IigNng,2,i,GRA,I,1,19,1912
681,1710,IigNng,2,i,GRA,I,2,29,290
682,1710,IigNng,2,n,GRA,N,2,29,290
683,1712,NNl,1,N,LAT,N,2,210,2100
684,1721,Nng,1,n,GRA,N,4,414,4140
685,1722,Nng,1,n,GRA,N,4,414,4140
686,1726,XXlNng,2,X,LAT,NUM,4,414,4140
687,1726,XXlNng,2,n,GRA,N,4,414,4140
688,1727,XXlNng,2,X,LAT,NUM,4,414,4140
689,1727,XXlNng,2,n,GRA,N,4,414,4140
690,1728,Nng,1,n,GRA,N,4,414,4140
691,1729,Nng,1,n,GRA,N,4,414,4140
692,1730,Nng,1,n,GRA,N,4,414,4140
693,1731,Nng,1,n,GRA,N,4,414,4140
694,1732,Nng,1,n,GRA,N,4,414,4140
695,1733,Nng,1,n,GRA,N,4,414,4140
696,1734,Nng,1,n,GRA,N,4,414,4140
697,1735,Nng,1,n,GRA,N,4,414,4140
698,1736,Nng,1,n,GRA,N,4,414,4140
699,1737,Nng,1,n,GRA,N,4,414,4140
700,1738,Nng,1,n,GRA,N,4,414,4140
701,1739,Nng,1,n,GRA,N,4,414,4140
702,1740,Nng,1,n,GRA,N,4,414,4140
703,1741,Nng,1,n,GRA,N,4,414,4140
704,1742,Nng,1,n,GRA,N,4,414,4140
705,1743,Nng,1,n,GRA,N,4,414,4140
706,1744,Nng,1,n,GRA,N,4,414,4140
707,1745,Nng,1,n,GRA,N,4,414,4140
708,1746,Nng,1,n,GRA,N,4,414,4140
709,1747,Nng,1,n,GRA,N,4,414,4140
710,1748,Nng,1,n,GRA,N,4,414,4140
711,1749,Nng,1,n,GRA,N,4,414,4140
712,1750,Nng,1,n,GRA,N,4,414,4140
713,1751,Nng,1,n,GRA,N,4,414,4140
714,1752,Nng,1,n,GRA,N,4,414,4140
715,1753,XXlNng,2,X,LAT,NUM,4,414,4140
716,1753,XXlNng,2,n,GRA,N,4,414,4140
717,1754,XXlNng,2,X,LAT,NUM,4,414,4140
718,1754,XXlNng,2,n,GRA,N,4,414,4140
719,1755,XXlNng,2,X,LAT,NUM,4,414,4140
720,1755,XXlNng,2,n,GRA,N,4,414,4140
721,1756,XXlNng,2,X,LAT,NUM,4,414,4140
722,1756,XXlNng,2,n,GRA,N,4,414,4140
723,1757,XXlNng,2,X,LAT,NUM,4,414,4140
724,1757,XXlNng,2,n,GRA,N,4,414,4140
725,1758,?NngXxg,2,n,GRA,N,4,414,4140
726,1758,?NngXxg,2,i,GRA,NUM?,4,414,4140
727,1764,?NNlXXlNng,3,X,LAT,NUM,6,611,6110
728,1764,?NNlXXlNng,3,N,LAT,N,6,611,6110
729,1764,?NNlXXlNng,3,i,GRA,N?,6,611,6110
730,1775,XXlNng,2,X,LAT,NUM,6,616,61626
731,1775,XXlNng,2,n,GRA,N,6,616,61626
732,1789,??IIlNngNng,3,I,LAT,I,6,616,61610
733,1789,??IIlNngNng,3,i,GRA,N?,6,616,61610
734,1789,??IIlNngNng,3,i,GRA,N?,6,616,61610
735,1791,?NngXxg,2,i,GRA,NUM?,6,616,61630
736,1791,?NngXxg,2,n,GRA,N,6,616,61630
737,1795,?IigXxg,2,i,GRA,NUM?,0,00,000
738,1795,?IigXxg,2,i,GRA,I,0,00,000
739,1796,IigNng,2,n,GRA,N,0,00,000
740,1796,IigNng,2,i,GRA,I,0,00,000
741,1803,?NngPpg,2,n,GRA,N,0,00,000
742,1803,?NngPpg,2,i,GRA,P?,0,00,000
743,1819,?IIlPPl,2,I,LAT,P?,0,00,000
744,1819,?IIlPPl,2,I,LAT,I,0,00,000
745,1826,?NNlPPl,2,N,LAT,N,1,110,1107
746,1826,?NNlPPl,2,I,LAT,P?,1,110,1107
747,1832,?NNlNNl,2,N,LAT,N,1,17,1711
748,1832,?NNlNNl,2,I,LAT,N?,1,17,1711
749,1839,?NNlNNl,2,N,LAT,N,1,16,162
750,1839,?NNlNNl,2,I,LAT,N?,1,16,162
751,1841,?NNlNNl,2,N,LAT,N,1,17,1711
752,1841,?NNlNNl,2,I,LAT,N?,1,17,1711
753,1843,?NNlNNlNNl,3,N,LAT,N,1,110,1104
754,1843,?NNlNNlNNl,3,N,LAT,N,1,110,1104
755,1843,?NNlNNlNNl,3,I,LAT,N?,1,110,1104
756,1860,IIlNNlNNl,3,N,LAT,N,1,16,162
757,1860,IIlNNlNNl,3,N,LAT,N,1,16,162
758,1860,IIlNNlNNl,3,I,LAT,I,1,16,162
759,1879,IIlNNl,2,I,LAT,I,1,18,1810
760,1879,IIlNNl,2,N,LAT,N,1,18,1810
761,1881,IIl,1,I,LAT,I,2,25,254
762,1888,PPlIig,2,P,LAT,P,1,16,160
763,1888,PPlIig,2,i,GRA,I,1,16,160
764,1889,IIlIIlPPl,3,I,LAT,I,1,18,1819
765,1889,IIlIIlPPl,3,I,LAT,I,1,18,1819
766,1889,IIlIIlPPl,3,P,LAT,P,1,18,1819
767,1918,?IIlNNl,2,I,LAT,N?,1,16,162
768,1918,?IIlNNl,2,I,LAT,I,1,16,162
769,1922,IIlIIlNNlXXl,4,X,LAT,NUM,1,18,1819
770,1922,IIlIIlNNlXXl,4,I,LAT,I,1,18,1819
771,1922,IIlIIlNNlXXl,4,I,LAT,I,1,18,1819
772,1922,IIlIIlNNlXXl,4,N,LAT,N,1,18,1819
773,1937,?IIlNNl,2,I,LAT,N?,1,17,1711
774,1937,?IIlNNl,2,I,LAT,I,1,17,1711
775,1939,IIlNNl,2,I,LAT,I,1,18,182
776,1939,IIlNNl,2,N,LAT,N,1,18,182
777,1940,IIlNNlNNl,3,N,LAT,N,1,16,162
778,1940,IIlNNlNNl,3,I,LAT,N,1,16,162
779,1940,IIlNNlNNl,3,I,LAT,I,1,16,162
780,1945,IIlNNl,2,N,LAT,N,1,16,162
781,1945,IIlNNl,2,I,LAT,I,1,16,162
782,1952,IIlNNl,2,N,LAT,N,1,16,162
783,1952,IIlNNl,2,I,LAT,I,1,16,162
784,1954,IIlNNl,2,N,LAT,N,3,34,341
785,1954,IIlNNl,2,I,LAT,I,3,34,341
786,1955,?IIlNNlNNl,3,I,LAT,N?,1,17,1711
787,1955,?IIlNNlNNl,3,N,LAT,N,1,17,1711
788,1955,?IIlNNlNNl,3,I,LAT,I,1,17,1711
789,1960,NNl,1,N,LAT,N,1,17,1719
790,1962,NNl,1,N,LAT,N,0,00,000
791,1967,NNlIigIig,3,i,GRA,I,3,34,340
792,1967,NNlIigIig,3,N,LAT,N,3,34,340
793,1967,NNlIigIig,3,i,GRA,I,3,34,340
794,1968,ΙΝ,2,N,LAT,N,1,18,180
795,1968,ΙΝ,2,I,LAT,I,1,18,180
796,1987,NNl,1,N,LAT,N,1,16,160
797,1991,?NNlNngPpg,3,N,LAT,N,1,110,1104
798,1991,?NNlNngPpg,3,i,GRA,P?,1,110,1104
799,1991,?NNlNngPpg,3,n,GRA,N,1,110,1104
800,1992,NNl,1,N,LAT,N,1,110,11011
801,1993,NNlXXl,2,X,LAT,NUM,1,18,1812
802,1993,NNlXXl,2,N,LAT,N,1,18,1812
803,1997,NNl,1,N,LAT,N,1,111,1112
804,2000,NNlXXlXXlNng,4,X,LAT,NUM,1,17,1719
805,2000,NNlXXlXXlNng,4,X,LAT,NUM,1,17,1719
806,2000,NNlXXlXXlNng,4,I,LAT,I,1,17,1719
807,2000,NNlXXlXXlNng,4,n,GRA,NUM,1,17,1719
808,2001,NNl,1,N,LAT,N,3,34,341
809,2002,NNl,1,N,LAT,N,3,34,341
810,2003,?IIlNNl,2,I,LAT,NUM?,3,34,341
811,2003,?IIlNNl,2,I,LAT,I,3,34,341
812,2006,IIlIIlNNlNNl,4,N,LAT,N,1,110,1104
813,2006,IIlIIlNNlNNl,4,I,LAT,I,1,110,1104
814,2006,IIlIIlNNlNNl,4,N,LAT,N,1,110,1104
815,2006,IIlIIlNNlNNl,4,I,LAT,I,1,110,1104
816,2013,NNl,1,N,LAT,N,1,17,1715
817,2014,IIlNNl,2,N,LAT,N,1,17,1718
818,2014,IIlNNl,2,I,LAT,I,1,17,1718
819,2016,NNl,1,N,LAT,N,1,18,180
820,2017,?IIlNNlXXl,3,I,LAT,I,1,18,187
821,2017,?IIlNNlXXl,3,I,LAT,NUM?,1,18,187
822,2017,?IIlNNlXXl,3,N,LAT,N,1,18,187
823,2021,NNlNNl,2,N,LAT,N,1,18,180
824,2021,NNlNNl,2,N,LAT,N,1,18,180
825,2023,NNl,1,N,LAT,N,1,18,1814
826,2024,NNl,1,N,LAT,N,1,17,1715
827,2037,IIlIIlNNl,3,N,LAT,N,extra moe0ia,extra moe0ia0,extra moe0ia00
828,2037,IIlIIlNNl,3,I,LAT,I,extra moe0ia,extra moe0ia0,extra moe0ia00
829,2037,IIlIIlNNl,3,I,LAT,I,extra moe0ia,extra moe0ia0,extra moe0ia00
830,2070,NNl,1,N,LAT,N,1,110,1104
831,2071,IIl,1,I,LAT,I,1,18,1815
832,2074,?NNlXXl,2,X,LAT,NUM,2,25,253
833,2074,?NNlXXl,2,I,LAT,N?,2,25,253
834,2076,IIl,1,I,LAT,N?,1,18,1810
835,2082,?NNlIig,2,I,LAT,N?,1,18,182
836,2082,?NNlIig,2,i,GRA,I,1,18,182
837,2084,?IIlNNl,2,I,LAT,I,1,18,1810
838,2084,?IIlNNl,2,I,LAT,N?,1,18,1810
839,2085,?IIlNNl,2,I,LAT,N?,1,18,1810
840,2085,?IIlNNl,2,I,LAT,I,1,18,1810
841,2091,...IIl,2,...,\N,...,1,18,182
842,2091,...IIl,2,I,LAT,I,1,18,182
843,2101,IIl,1,I,LAT,I,1,16,160
844,2114,?NNlNNl,2,N,LAT,N,3,34,340
845,2114,?NNlNNl,2,I,LAT,N?,3,34,340
846,2125,NNl,1,N,LAT,N,1,18,1818
847,2145,NNlNNl,2,N,LAT,N,1,18,180
848,2145,NNlNNl,2,N,LAT,N,1,18,180
849,2146,NNl,1,N,LAT,N,1,18,180
850,2147,NNl,1,N,LAT,N,1,18,180
851,2161,?IigXxg,2,i,GRA,I,1,18,180
852,2161,?IigXxg,2,i,GRA,NUM?,1,18,180
853,2163,?IigNng,2,i,GRA,N?,1,18,180
854,2163,?IigNng,2,i,GRA,I,1,18,180
855,2164,?IigNng,2,i,GRA,N?,1,18,180
856,2164,?IigNng,2,i,GRA,I,1,18,180
857,2165,NNlXXl,2,N,LAT,N,1,16,162
858,2165,NNlXXl,2,X,LAT,NUM,1,16,162
859,2171,NNl,1,N,LAT,N,1,17,1719
860,2177,??XxgXxg,2,i,GRA,NUM?,1,18,180
861,2177,??XxgXxg,2,i,GRA,NUM?,1,18,180
862,2195,IIl,1,I,LAT,I,1,110,1108
863,2200,IIl,1,I,LAT,I,3,31,311
864,2210,XXl,1,X,LAT,NUM,1,18,1815
865,2218,CClIIl,2,I,LAT,I,2,21,219
866,2218,CClIIl,2,C,LAT,C,2,21,219
867,2225,PPl,1,P,LAT,P,2,21,219
868,2229,NNl,1,N,LAT,N,2,21,216
869,2230,...NNlNNlNNl,4,N,LAT,N,1,19,1912
870,2230,...NNlNNlNNl,4,...,\N,...,1,19,1912
871,2230,...NNlNNlNNl,4,I,LAT,N?,1,19,1912
872,2230,...NNlNNlNNl,4,N,LAT,N,1,19,1912
873,2248,?NNlNNlPPl,3,N,LAT,N,1,19,1912
874,2248,?NNlNNlPPl,3,I,LAT,P?,1,19,1912
875,2248,?NNlNNlPPl,3,N,LAT,N,1,19,1912
876,2250,PPlNng,2,n,GRA,N,1,18,180
877,2250,PPlNng,2,p,GRA,P,1,18,180
878,2260,NNlNngNng,3,n,GRA,N,1,19,1913
879,2260,NNlNngNng,3,n,GRA,N,1,19,1913
880,2260,NNlNngNng,3,N,LAT,N,1,19,1913
881,2289,NNl,1,N,LAT,N,2,24,244
882,2292,IIlNNl,2,N,LAT,N,2,24,2413
883,2292,IIlNNl,2,I,LAT,I,2,24,2413
884,2298,NNl,1,N,LAT,N,1,19,1911
885,2299,IIlNNl,2,I,LAT,I,1,19,1912
886,2299,IIlNNl,2,N,LAT,N,1,19,1912
887,2300,NNl,1,N,LAT,N,1,19,1913
888,2301,?NNlNNl,2,I,LAT,N?,1,19,193
889,2301,?NNlNNl,2,N,LAT,N,1,19,193
890,2305,?NNl,1,I,LAT,N?,1,19,1912
891,2312,IIlIIlNNl,3,N,LAT,N,1,19,1912
892,2312,IIlIIlNNl,3,I,LAT,I,1,19,1912
893,2312,IIlIIlNNl,3,I,LAT,I,1,19,1912
894,2319,IIl,1,I,LAT,I,1,19,198
895,2327,?IIlNNl,2,I,LAT,I,1,19,199
896,2327,?IIlNNl,2,I,LAT,N?,1,19,199
897,2330,NNl,1,N,LAT,N,2,211,2111
898,2331,NNl,1,N,LAT,N,1,19,1912
899,2333,NNl,1,N,LAT,N,2,23,234
900,2334,?NNl,1,I,LAT,N?,1,19,1912
901,2335,?IIlNNl,2,I,LAT,N?,1,19,1912
902,2335,?IIlNNl,2,I,LAT,I,1,19,1912
903,2342,?NNlNng,2,N,LAT,N,1,19,1912
904,2342,?NNlNng,2,i,GRA,N?,1,19,1912
905,2352,NNl,1,N,LAT,N,0,00,000
906,2357,?Xxg,1,i,GRA,NUM?,1,19,198
907,2364,IIl,1,I,LAT,I,0,00,000
908,2375,XXl,1,X,LAT,NUM,1,19,196
909,2432,NNlNNl,2,N,LAT,N,4,40,400
910,2432,NNlNNl,2,N,LAT,N,4,40,400
911,2433,IIlNNl,2,N,LAT,N,4,40,400
912,2433,IIlNNl,2,I,LAT,I,4,40,400
913,2460,?IIlXXl,2,I,LAT,NUM?,4,414,4140
914,2460,?IIlXXl,2,I,LAT,I,4,414,4140
915,2474,?IIlNNlXxg,3,S,\N,S,4,417,4170
916,2474,?IIlNNlXxg,3,i,GRA,NUM?,4,417,4170
917,2474,?IIlNNlXxg,3,N,LAT,N,4,417,4170
918,2478,NNl,1,N,LAT,N,4,415,4150
919,2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280
920,2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280
921,2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280
922,2534,?NNl,1,I,LAT,N?,6,616,61632
923,2544,?XXlXxg,2,X,LAT,NUM,6,616,61635
924,2544,?XXlXxg,2,i,GRA,NUM?,6,616,61635
925,2548,NNlIigNng,3,N,LAT,N,6,616,61630
926,2548,NNlIigNng,3,n,GRA,N,6,616,61630
927,2548,NNlIigNng,3,i,GRA,I,6,616,61630
928,2549,NNlNNl,2,N,LAT,N,6,616,61630
929,2549,NNlNNl,2,N,LAT,N,6,616,61630
930,2550,NNlNNl,2,N,LAT,N,6,616,61630
931,2550,NNlNNl,2,N,LAT,N,6,616,61630
932,2553,NNl,1,N,LAT,N,0,00,000
933,2554,NNl,1,N,LAT,N,0,00,000
934,2555,IIlNNl,2,I,LAT,I,6,616,61626
935,2555,IIlNNl,2,N,LAT,N,6,616,61626
936,2562,IIlIIlNNlXXl,4,X,LAT,NUM,0,00,000
937,2562,IIlIIlNNlXXl,4,I,LAT,I,0,00,000
938,2562,IIlIIlNNlXXl,4,N,LAT,N,0,00,000
939,2562,IIlIIlNNlXXl,4,N,LAT,N,0,00,000
940,2572,NngXxg,2,n,GRA,N,0,00,000
941,2572,NngXxg,2,x,GRA,NUM,0,00,000
942,2574,??NngNng,2,i,GRA,N?,0,00,000
943,2574,??NngNng,2,i,GRA,N?,0,00,000
944,2675,Iig,1,i,GRA,I,2,28,286
945,2683,XXlNng,2,X,LAT,NUM,1,114,1145
946,2683,XXlNng,2,n,GRA,N,1,114,1145
947,2684,XXlXXl,2,X,LAT,NUM,1,114,1145
948,2684,XXlXXl,2,X,LAT,NUM,1,114,1145
949,2685,IigIig,2,i,GRA,I,1,114,1145
950,2685,IigIig,2,i,GRA,I,1,114,1145
951,2712,SSS,1,S,\N,S,1,114,1147
952,2758,NNlNng,2,N,LAT,N,1,120,1205
953,2758,NNlNng,2,n,GRA,N,1,120,1205
954,2767,Nng,1,n,GRA,N,1,117,1172
955,2799,?IigNngXxg,3,n,GRA,N,7,716,7160
956,2799,?IigNngXxg,3,i,GRA,I,7,716,7160
957,2799,?IigNngXxg,3,i,GRA,NUM?,7,716,7160
958,2808,?NNlXXlXXl,3,I,LAT,NUM?,1,111,11117
959,2808,?NNlXXlXXl,3,X,LAT,NUM,1,111,11117
960,2808,?NNlXXlXXl,3,N,LAT,N,1,111,11117
961,2813,IigIig,2,i,GRA,I,1,112,1127
962,2813,IigIig,2,i,GRA,I,1,112,1127
963,2857,PPl,1,P,LAT,P,1,121,1212
964,2858,Iig,1,i,GRA,I,1,121,1212
965,2859,?NNlNng,2,n,GRA,N,1,121,1212
966,2859,?NNlNng,2,I,LAT,N?,1,121,1212
967,2860,?NNlNNl,2,N,LAT,N,1,121,1212
968,2860,?NNlNNl,2,I,LAT,N?,1,121,1212
969,2861,IigXxg,2,i,GRA,I,1,121,1212
970,2861,IigXxg,2,x,GRA,NUM,1,121,1212
971,2863,NNlNNlXXl,3,X,LAT,NUM,1,111,11116
972,2863,NNlNNlXXl,3,N,LAT,N,1,111,11116
973,2863,NNlNNlXXl,3,N,LAT,N,1,111,11116
974,2864,NNlPPl,2,P,LAT,P,1,111,11116
975,2864,NNlPPl,2,N,LAT,N,1,111,11116
976,2867,XXlXXlIig,3,X,LAT,NUM,7,716,71617
977,2867,XXlXXlIig,3,i,GRA,I,7,716,71617
978,2867,XXlXXlIig,3,X,LAT,NUM,7,716,71617
979,2868,...?XXlIigNngNng,5,...,\N,...,7,716,71617
980,2868,...?XXlIigNngNng,5,I,LAT,NUM?,7,716,71617
981,2868,...?XXlIigNngNng,5,n,GRA,N,7,716,71617
982,2868,...?XXlIigNngNng,5,i,GRA,I,7,716,71617
983,2868,...?XXlIigNngNng,5,n,GRA,N,7,716,71617
984,2869,Iig,1,i,GRA,I,7,716,71617
985,2870,XXlXxg,2,X,LAT,NUM,7,716,71617
986,2870,XXlXxg,2,x,GRA,NUM,7,716,71617
987,2873,IigXxg,2,i,GRA,I,7,716,71617
988,2873,IigXxg,2,x,GRA,NUM,7,716,71617
989,2888,?IIlNNl,2,I,LAT,N?,0,00,000
990,2888,?IIlNNl,2,I,LAT,I,0,00,000
991,2889,NngNng,2,n,GRA,N,1,112,1128
992,2889,NngNng,2,n,GRA,N,1,112,1128
993,2890,NNl,1,N,LAT,N,0,00,000
994,2893,Nng,1,n,GRA,N,0,00,000
995,2898,Iig,1,i,GRA,I,0,00,000
996,2899,Nng,1,n,GRA,N,0,00,000
997,2900,Nng,1,n,GRA,N,0,00,000
998,2901,?NngNng,2,i,GRA,N?,0,00,000
999,2901,?NngNng,2,n,GRA,N,0,00,000
1000,2902,?IigIigNng,3,i,GRA,I,0,00,000
1001,2902,?IigIigNng,3,i,GRA,I,0,00,000
1002,2902,?IigIigNng,3,i,GRA,N?,0,00,000
1003,2905,...Nng,2,n,GRA,N,0,00,000
1004,2905,...Nng,2,...,\N,...,0,00,000
1005,2906,?IigNng,2,i,GRA,I,0,00,000
1006,2906,?IigNng,2,i,GRA,N?,0,00,000
1007,2909,NNlIig,2,N,LAT,N,0,00,000
1008,2909,NNlIig,2,i,GRA,I,0,00,000
1009,2910,NNl,1,N,LAT,N,0,00,000
1010,2911,Nng,1,n,GRA,N,0,00,000
1011,2931,Xxg,1,x,GRA,NUM,0,00,000
